Ctrl_Mock_R1_Cell	Ctrl_Mock_R2_Cell	Ctrl_48hpi_R1_Cell	Brf1_Mock_R1_Cell	Brf1_Mock_R2_Cell	Brf1_48hpi_R1_Cell	Brf1_48hpi_R2_Cell	Ctrl_48hpi_R2_Cell	gene_id
PB.3.1513	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF67_gene-MuHV4gp64
PB.3.1514	0	0	1	0	0	1	1	0	gene-GAMMAHV.ORF66
PB.3.1515	0	0	1	0	0	2	0	0	gene-GAMMAHV.ORF67_gene-MuHV4gp64
PB.3.1516	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF66
PB.3.1517	0	0	2	0	0	1	0	2	gene-GAMMAHV.ORF66
PB.3.1518	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF66
PB.3.1519	0	0	2282	0	0	655	877	932	gene-GAMMAHV.ORF66
PB.3.152	0	0	0	0	0	4	0	1	gene-GAMMAHV.M3
PB.3.1520	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF66
PB.3.1521	0	0	1	0	0	1	0	1	gene-GAMMAHV.ORF67_gene-MuHV4gp64
PB.3.1522	0	0	3	0	0	0	1	1	gene-GAMMAHV.ORF67_gene-MuHV4gp64
PB.3.1523	0	0	1	0	0	0	1	1	gene-GAMMAHV.ORF66
PB.3.1524	0	0	22	0	0	20	18	10	gene-GAMMAHV.ORF66
PB.3.1525	0	0	2	0	0	0	1	0	gene-GAMMAHV.ORF66
PB.3.1526	0	0	0	0	0	1	1	1	gene-GAMMAHV.ORF66
PB.3.1527	0	0	0	0	0	2	1	0	gene-GAMMAHV.ORF66
PB.3.1528	0	0	281	0	0	104	144	119	gene-GAMMAHV.ORF66
PB.3.1529	0	0	40	0	0	27	26	5	gene-GAMMAHV.ORF66
PB.3.153	0	0	2	0	0	11	4	2	gene-GAMMAHV.M3
PB.3.1530	0	0	0	0	0	1	0	1	gene-GAMMAHV.ORF66
PB.3.1531	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF66
PB.3.1532	0	0	797	0	0	453	514	405	gene-GAMMAHV.ORF66
PB.3.1533	0	0	1	0	0	0	0	1	gene-GAMMAHV.ORF66
PB.3.1534	0	0	1	0	0	0	1	1	gene-GAMMAHV.ORF66
PB.3.1535	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF66
PB.3.1536	0	0	0	0	0	0	4	0	gene-GAMMAHV.ORF66
PB.3.1537	0	0	1	0	0	0	1	1	gene-GAMMAHV.ORF66
PB.3.1538	0	0	0	0	0	1	0	2	gene-GAMMAHV.ORF66
PB.3.1539	0	0	10	0	0	5	2	8	gene-GAMMAHV.ORF66
PB.3.154	0	0	2	0	0	0	1	1	gene-GAMMAHV.M3
PB.3.1540	0	0	1	0	0	0	1	1	gene-GAMMAHV.ORF66
PB.3.1541	0	0	8	0	0	16	17	9	gene-GAMMAHV.ORF66
PB.3.1542	0	0	2	0	0	1	1	2	gene-GAMMAHV.ORF66
PB.3.1543	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF66
PB.3.1544	0	0	0	0	0	2	0	1	gene-GAMMAHV.ORF66
PB.3.1545	0	0	2	0	0	1	0	0	gene-GAMMAHV.ORF67_gene-MuHV4gp64
PB.3.1546	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF66
PB.3.1547	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF66
PB.3.1548	0	0	24	0	0	13	17	6	gene-GAMMAHV.ORF67_gene-MuHV4gp64
PB.3.1549	0	0	2	0	0	0	1	0	gene-GAMMAHV.ORF66
PB.3.155	0	0	0	0	0	2	3	1	gene-GAMMAHV.M3
PB.3.1550	0	0	1	0	0	0	1	1	gene-GAMMAHV.ORF66
PB.3.1551	0	0	0	0	0	1	0	1	gene-GAMMAHV.ORF66
PB.3.1552	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF66
PB.3.1553	0	0	1	0	0	1	3	0	gene-GAMMAHV.ORF66
PB.3.1554	0	0	2	0	0	0	1	0	gene-GAMMAHV.ORF66
PB.3.1555	0	0	28	0	0	12	15	7	gene-GAMMAHV.ORF66
PB.3.1556	0	0	1	0	0	0	3	1	gene-GAMMAHV.ORF66
PB.3.1557	0	0	0	0	0	2	1	1	gene-GAMMAHV.ORF66
PB.3.1558	0	0	1	0	0	0	2	0	gene-GAMMAHV.ORF67_gene-MuHV4gp64
PB.3.1559	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF66
PB.3.156	0	0	3	0	0	5	6	2	gene-GAMMAHV.M3
PB.3.1560	0	0	2	0	0	4	5	1	gene-GAMMAHV.ORF66
PB.3.1561	0	0	1	0	0	0	2	0	gene-GAMMAHV.ORF66
PB.3.1562	0	0	1	0	0	1	1	1	gene-GAMMAHV.ORF67_gene-MuHV4gp64
PB.3.1563	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF66
PB.3.1564	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF66
PB.3.1565	0	0	0	0	0	2	1	1	gene-GAMMAHV.ORF66
PB.3.1566	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF66
PB.3.1567	0	0	2	0	0	1	0	0	gene-GAMMAHV.ORF67_gene-MuHV4gp64
PB.3.1568	0	0	4	0	0	3	5	1	gene-GAMMAHV.ORF66
PB.3.1569	0	0	1	0	0	1	0	1	gene-GAMMAHV.ORF66
PB.3.157	0	0	0	0	0	3	2	1	gene-GAMMAHV.M3
PB.3.1570	0	0	1	0	0	1	1	0	gene-GAMMAHV.ORF66
PB.3.1571	0	0	2	0	0	0	2	0	gene-MuHV4gp64
PB.3.1572	0	0	2	0	0	1	3	0	gene-GAMMAHV.ORF66
PB.3.1573	0	0	2	0	0	0	1	0	gene-GAMMAHV.ORF66
PB.3.1574	0	0	9	0	0	11	14	8	gene-GAMMAHV.ORF66
PB.3.1575	0	0	54	0	0	39	36	13	gene-GAMMAHV.ORF66
PB.3.1576	0	0	2	0	0	5	3	1	gene-GAMMAHV.ORF66
PB.3.1577	0	0	1	0	0	1	0	1	gene-GAMMAHV.ORF66
PB.3.1578	0	0	2	0	0	3	1	2	gene-MuHV4gp64
PB.3.1579	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF66
PB.3.158	0	0	0	0	0	3	2	0	gene-GAMMAHV.M3
PB.3.1580	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF66
PB.3.1581	0	0	5	0	0	1	2	1	gene-GAMMAHV.ORF66
PB.3.1582	0	0	1	0	0	1	1	0	gene-GAMMAHV.ORF66
PB.3.1583	0	0	3	0	0	1	1	0	gene-GAMMAHV.ORF66
PB.3.1584	0	0	1	0	0	0	1	1	gene-GAMMAHV.ORF67
PB.3.1585	0	0	0	0	0	1	2	1	gene-GAMMAHV.ORF66
PB.3.1586	0	0	3	0	0	2	4	2	gene-GAMMAHV.ORF66
PB.3.1587	0	0	1	0	0	0	1	1	gene-GAMMAHV.ORF66
PB.3.1588	0	0	7	0	0	7	6	1	gene-GAMMAHV.ORF66
PB.3.1589	0	0	0	0	0	0	0	2	gene-GAMMAHV.ORF66
PB.3.159	0	0	0	0	0	2	0	0	gene-GAMMAHV.M3_gene-MuHV4gp64
PB.3.1590	0	0	0	0	0	1	1	1	gene-GAMMAHV.ORF66
PB.3.1591	0	0	2	0	0	0	2	0	gene-GAMMAHV.ORF66
PB.3.1592	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF66
PB.3.1593	0	0	3	0	0	1	0	0	gene-GAMMAHV.ORF66
PB.3.1594	0	0	3	0	0	0	0	0	gene-GAMMAHV.ORF66
PB.3.1595	0	0	1	0	0	1	0	0	gene-MuHV4gp64
PB.3.1596	0	0	3	0	0	1	0	1	gene-GAMMAHV.ORF66
PB.3.1597	0	0	33	0	0	16	43	37	gene-GAMMAHV.ORF67_gene-MuHV4gp64
PB.3.1598	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF66
PB.3.1599	0	0	0	0	0	3	1	0	gene-MuHV4gp64
PB.3.16	0	0	6	0	0	1	3	1	gene-GAMMAHV.M2_gene-GAMMAHV.ORF66
PB.3.160	0	0	0	0	0	3	0	0	gene-GAMMAHV.M3
PB.3.1600	0	0	0	0	0	1	3	0	gene-MuHV4gp64
PB.3.1601	0	0	3	0	0	1	4	7	gene-MuHV4gp64
PB.3.1602	0	0	2	0	0	0	1	0	gene-GAMMAHV.ORF66
PB.3.1603	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF66
PB.3.1604	0	0	0	0	0	3	2	1	gene-GAMMAHV.ORF66
PB.3.1605	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF66
PB.3.1606	0	0	1	0	0	1	2	0	gene-GAMMAHV.ORF66
PB.3.1607	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF66
PB.3.1608	0	0	6	0	0	6	3	0	gene-GAMMAHV.ORF66
PB.3.1609	0	0	1	0	0	1	2	1	gene-GAMMAHV.ORF66
PB.3.161	0	0	0	0	0	0	2	0	gene-GAMMAHV.M3
PB.3.1610	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF66
PB.3.1611	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF66
PB.3.1612	0	0	1	0	0	1	2	0	gene-GAMMAHV.ORF66
PB.3.1613	0	0	0	0	0	8	0	1	gene-GAMMAHV.ORF66
PB.3.1614	0	0	9	0	0	4	2	4	gene-GAMMAHV.ORF66
PB.3.1615	0	0	0	0	0	1	0	2	gene-GAMMAHV.ORF66
PB.3.1616	0	0	2	0	0	2	2	1	gene-GAMMAHV.ORF66
PB.3.1617	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF66
PB.3.1618	0	0	51	0	0	41	47	18	gene-GAMMAHV.ORF66
PB.3.1619	0	0	2	0	0	1	1	1	gene-GAMMAHV.ORF66
PB.3.162	0	0	1	0	0	0	2	0	gene-GAMMAHV.M3
PB.3.1620	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF66
PB.3.1621	0	0	2	0	0	3	1	0	gene-GAMMAHV.ORF66
PB.3.1622	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF66
PB.3.1623	0	0	2	0	0	1	5	2	gene-GAMMAHV.ORF66
PB.3.1624	0	0	3	0	0	1	2	0	gene-GAMMAHV.ORF66
PB.3.1625	0	0	1	0	0	2	1	0	gene-GAMMAHV.ORF66
PB.3.1626	0	0	2	0	0	4	1	1	gene-GAMMAHV.ORF66
PB.3.1627	0	0	1	0	0	2	0	0	gene-GAMMAHV.ORF66
PB.3.1628	0	0	1	0	0	1	3	0	gene-GAMMAHV.ORF66
PB.3.1629	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF66
PB.3.163	0	0	1	0	0	1	0	0	gene-MuHV4gp50_gene-GAMMAHV.M3
PB.3.1630	0	0	2	0	0	3	2	0	gene-GAMMAHV.ORF66
PB.3.1631	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF66
PB.3.1632	0	0	13	0	0	4	3	2	gene-GAMMAHV.ORF66
PB.3.1633	0	0	3	0	0	0	0	0	gene-GAMMAHV.ORF66
PB.3.1634	0	0	3	0	0	1	7	2	gene-GAMMAHV.ORF66
PB.3.1635	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF66
PB.3.1636	0	0	5	0	0	4	3	0	gene-GAMMAHV.ORF66
PB.3.1637	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF66
PB.3.1638	0	0	1	0	0	2	1	1	gene-GAMMAHV.ORF66
PB.3.1639	0	0	12	0	0	23	18	7	gene-GAMMAHV.ORF66
PB.3.164	0	0	2	0	0	2	4	0	gene-GAMMAHV.M3
PB.3.1640	0	0	22	0	0	16	20	11	gene-GAMMAHV.ORF66
PB.3.1641	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF66
PB.3.1642	0	0	117	0	0	47	54	59	gene-GAMMAHV.ORF66
PB.3.1643	0	0	1	0	0	1	1	2	gene-GAMMAHV.ORF66
PB.3.1644	0	0	4	0	0	4	1	0	gene-GAMMAHV.ORF66
PB.3.1645	0	0	5	0	0	3	3	1	gene-GAMMAHV.ORF66
PB.3.1646	0	0	0	0	0	1	1	1	gene-GAMMAHV.ORF66
PB.3.1647	0	0	1	0	0	4	1	0	gene-GAMMAHV.ORF66
PB.3.1648	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF67_gene-MuHV4gp64
PB.3.1649	0	0	3	0	0	3	3	1	gene-GAMMAHV.ORF66
PB.3.165	0	0	0	0	0	2	1	0	gene-GAMMAHV.M3
PB.3.1650	0	0	44	0	0	16	20	15	gene-GAMMAHV.ORF66
PB.3.1651	0	0	1	0	0	0	4	0	gene-GAMMAHV.ORF66
PB.3.1652	0	0	458	0	0	553	579	217	gene-GAMMAHV.ORF66
PB.3.1653	0	0	0	0	0	2	2	0	gene-GAMMAHV.ORF67_gene-MuHV4gp64
PB.3.1654	0	0	16	0	0	11	12	0	gene-GAMMAHV.ORF66
PB.3.1655	0	0	9	0	0	17	12	4	gene-GAMMAHV.ORF66
PB.3.1656	0	0	1	0	0	3	1	0	gene-GAMMAHV.ORF66
PB.3.1657	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF66
PB.3.1658	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF66
PB.3.1659	0	0	2	0	0	0	2	0	gene-GAMMAHV.ORF66
PB.3.166	0	0	1	0	0	2	2	1	gene-GAMMAHV.M3
PB.3.1660	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF67_gene-MuHV4gp64
PB.3.1661	0	0	1	0	0	0	0	1	gene-GAMMAHV.ORF66
PB.3.1662	0	0	2	0	0	2	1	0	gene-GAMMAHV.ORF67_gene-MuHV4gp64
PB.3.1663	0	0	5	0	0	2	3	0	gene-GAMMAHV.ORF66
PB.3.1664	0	0	4	0	0	1	1	0	gene-GAMMAHV.ORF66
PB.3.1665	0	0	2	0	0	4	1	0	gene-GAMMAHV.ORF66
PB.3.1666	0	0	3	0	0	0	1	0	gene-GAMMAHV.ORF66
PB.3.1667	0	0	3	0	0	3	2	1	gene-GAMMAHV.ORF66
PB.3.1668	0	0	3	0	0	1	3	0	gene-GAMMAHV.ORF67_gene-MuHV4gp64
PB.3.1669	0	0	0	0	0	2	1	0	gene-GAMMAHV.ORF66
PB.3.167	0	0	0	0	0	2	0	1	gene-GAMMAHV.M3
PB.3.1670	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF66
PB.3.1671	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF67_gene-MuHV4gp64
PB.3.1672	0	0	3	0	0	2	2	1	gene-GAMMAHV.ORF66
PB.3.1673	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF66
PB.3.1674	0	0	1	0	0	2	5	0	gene-GAMMAHV.ORF66
PB.3.1675	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF66
PB.3.1676	0	0	4	0	0	2	3	1	gene-GAMMAHV.ORF66
PB.3.1677	0	0	2	0	0	3	4	1	gene-GAMMAHV.ORF66
PB.3.1678	0	0	9	0	0	8	4	2	gene-GAMMAHV.ORF66
PB.3.1679	0	0	0	0	0	1	0	1	gene-GAMMAHV.ORF66
PB.3.168	0	0	0	0	0	1	1	0	gene-GAMMAHV.M3
PB.3.1680	0	0	2	0	0	4	4	0	gene-GAMMAHV.ORF66
PB.3.1681	0	0	1	0	0	4	2	0	gene-GAMMAHV.ORF67_gene-MuHV4gp64
PB.3.1682	0	0	3	0	0	1	1	0	gene-GAMMAHV.ORF66
PB.3.1683	0	0	0	0	0	1	3	0	gene-GAMMAHV.ORF66
PB.3.1684	0	0	1	0	0	2	1	0	gene-GAMMAHV.ORF66
PB.3.1685	0	0	1	0	0	2	3	1	gene-GAMMAHV.ORF66
PB.3.1686	0	0	3	0	0	0	3	0	gene-GAMMAHV.ORF66
PB.3.1687	0	0	1	0	0	1	1	2	gene-GAMMAHV.ORF66
PB.3.1688	0	0	5	0	0	4	2	2	gene-GAMMAHV.ORF66
PB.3.1689	0	0	3	0	0	2	1	0	gene-GAMMAHV.ORF67_gene-MuHV4gp64
PB.3.169	0	0	0	0	0	1	1	0	gene-GAMMAHV.M3
PB.3.1690	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF66
PB.3.1691	0	0	0	0	0	1	2	0	gene-GAMMAHV.ORF66
PB.3.1692	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF66
PB.3.1693	0	0	1	0	0	0	5	0	gene-GAMMAHV.ORF66
PB.3.1694	0	0	1	0	0	0	2	1	gene-GAMMAHV.ORF66
PB.3.1695	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF66
PB.3.1696	0	0	3	0	0	0	1	0	gene-GAMMAHV.ORF67_gene-MuHV4gp64
PB.3.1697	0	0	2	0	0	3	3	2	gene-GAMMAHV.ORF66
PB.3.1698	0	0	1	0	0	2	1	0	gene-GAMMAHV.ORF66
PB.3.1699	0	0	5	0	0	1	3	0	gene-GAMMAHV.ORF66
PB.3.17	0	0	2	0	0	2	1	4	gene-GAMMAHV.M2_gene-GAMMAHV.ORF66
PB.3.170	0	0	0	0	0	1	0	1	gene-GAMMAHV.M3
PB.3.1700	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF66
PB.3.1701	0	0	1	0	0	1	0	1	gene-GAMMAHV.ORF67_gene-MuHV4gp64
PB.3.1702	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF67
PB.3.1703	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF66
PB.3.1704	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF66
PB.3.1705	0	0	1	0	0	0	2	1	gene-GAMMAHV.ORF66
PB.3.1706	0	0	8	0	0	1	4	2	gene-GAMMAHV.ORF66
PB.3.1707	0	0	7	0	0	8	7	4	gene-GAMMAHV.ORF66
PB.3.1708	0	0	247	0	0	85	103	72	gene-GAMMAHV.ORF66
PB.3.1709	0	0	3	0	0	2	0	0	gene-GAMMAHV.ORF66
PB.3.171	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF66_gene-GAMMAHV.M3
PB.3.1710	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF66
PB.3.1711	0	0	3	0	0	0	0	0	gene-GAMMAHV.ORF67_gene-MuHV4gp64
PB.3.1712	0	0	8	0	0	2	1	0	gene-GAMMAHV.ORF66
PB.3.1713	0	0	1	0	0	1	1	0	gene-GAMMAHV.ORF66
PB.3.1714	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF66
PB.3.1715	0	0	64	0	0	50	55	20	gene-GAMMAHV.ORF67_gene-MuHV4gp64
PB.3.1716	0	0	0	0	0	2	1	0	gene-MuHV4gp64
PB.3.1717	0	0	1	0	0	1	0	0	gene-MuHV4gp64
PB.3.1718	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF66
PB.3.1719	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF66
PB.3.172	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF67_gene-GAMMAHV.M3
PB.3.1720	0	0	43	0	0	48	46	22	gene-GAMMAHV.ORF66
PB.3.1721	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF66
PB.3.1722	0	0	0	0	0	0	2	1	gene-GAMMAHV.ORF66
PB.3.1723	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF66
PB.3.1724	0	0	1	0	0	0	0	1	gene-GAMMAHV.ORF66
PB.3.1725	0	0	38	0	0	63	55	27	gene-GAMMAHV.ORF66
PB.3.1726	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF66
PB.3.1727	0	0	0	0	0	1	2	1	gene-GAMMAHV.ORF66
PB.3.1728	0	0	5	0	0	4	5	2	gene-GAMMAHV.ORF66
PB.3.1729	0	0	10	0	0	6	2	5	gene-GAMMAHV.ORF66
PB.3.173	0	0	0	0	0	0	3	0	gene-GAMMAHV.ORF67_gene-GAMMAHV.M3
PB.3.1730	0	0	15	0	0	10	14	6	gene-GAMMAHV.ORF66
PB.3.1731	0	0	18	0	0	29	28	13	gene-GAMMAHV.ORF66
PB.3.1732	0	0	0	0	0	3	6	0	gene-GAMMAHV.ORF66
PB.3.1733	0	0	1	0	0	2	3	0	gene-GAMMAHV.ORF66
PB.3.1734	0	0	38	0	0	13	10	4	gene-GAMMAHV.ORF66
PB.3.1735	0	0	1	0	0	3	2	0	gene-GAMMAHV.ORF66
PB.3.1736	0	0	0	0	0	0	1	2	gene-GAMMAHV.ORF66
PB.3.1737	0	0	13	0	0	17	16	13	gene-GAMMAHV.ORF66
PB.3.1738	0	0	1	0	0	0	1	1	gene-GAMMAHV.ORF66
PB.3.1739	0	0	4	0	0	8	11	5	gene-GAMMAHV.ORF66
PB.3.174	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF67_gene-GAMMAHV.M3
PB.3.1740	0	0	20	0	0	15	17	4	gene-GAMMAHV.ORF66
PB.3.1741	0	0	2	0	0	1	2	0	gene-GAMMAHV.ORF66
PB.3.1742	0	0	3	0	0	2	2	1	gene-GAMMAHV.ORF66
PB.3.1743	0	0	2	0	0	3	2	1	gene-GAMMAHV.ORF66
PB.3.1744	0	0	14	0	0	23	19	8	gene-GAMMAHV.ORF66
PB.3.1745	0	0	1	0	0	3	0	1	gene-GAMMAHV.ORF66
PB.3.1746	0	0	24	0	0	16	15	10	gene-GAMMAHV.ORF66
PB.3.1747	0	0	16	0	0	12	5	8	gene-GAMMAHV.ORF66
PB.3.1748	0	0	1	0	0	1	0	1	gene-GAMMAHV.ORF66
PB.3.1749	0	0	31	0	0	22	15	12	gene-GAMMAHV.ORF66
PB.3.175	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF66_gene-GAMMAHV.M3
PB.3.1750	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF66
PB.3.1751	0	0	1	0	0	6	5	2	gene-GAMMAHV.ORF66
PB.3.1752	0	0	23	0	0	10	24	8	gene-GAMMAHV.ORF66
PB.3.1753	0	0	0	0	0	2	2	2	gene-GAMMAHV.ORF66
PB.3.1754	0	0	0	0	0	3	4	0	gene-GAMMAHV.ORF66
PB.3.1755	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF66
PB.3.1756	0	0	3	0	0	6	4	3	gene-GAMMAHV.ORF66
PB.3.1757	0	0	1	0	0	2	1	0	gene-GAMMAHV.ORF66
PB.3.1758	0	0	6	0	0	8	6	7	gene-GAMMAHV.ORF66
PB.3.1759	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF66
PB.3.176	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF67_gene-GAMMAHV.M3
PB.3.1760	0	0	2	0	0	2	1	0	gene-GAMMAHV.ORF66
PB.3.1761	0	0	2	0	0	5	6	3	gene-GAMMAHV.ORF66
PB.3.1762	0	0	1	0	0	0	0	1	gene-GAMMAHV.ORF66
PB.3.1763	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF66
PB.3.1764	0	0	4	0	0	4	3	1	gene-GAMMAHV.ORF66
PB.3.1765	0	0	0	0	0	1	0	1	gene-GAMMAHV.ORF66
PB.3.1766	0	0	7	0	0	6	5	11	gene-GAMMAHV.ORF66
PB.3.1767	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF66
PB.3.1768	0	0	1	0	0	0	1	1	gene-GAMMAHV.ORF66
PB.3.1769	0	0	1	0	0	0	1	3	gene-GAMMAHV.ORF66
PB.3.177	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF67_gene-GAMMAHV.M3
PB.3.1770	0	0	0	0	0	5	2	1	gene-GAMMAHV.ORF66
PB.3.1771	0	0	5	0	0	3	5	5	gene-GAMMAHV.ORF66
PB.3.1772	0	0	5	0	0	4	5	1	gene-GAMMAHV.ORF66
PB.3.1773	0	0	2	0	0	6	4	1	gene-GAMMAHV.ORF66
PB.3.1774	0	0	3	0	0	2	4	2	gene-GAMMAHV.ORF66
PB.3.1775	0	0	2	0	0	0	1	1	gene-GAMMAHV.ORF66
PB.3.1776	0	0	2	0	0	1	4	2	gene-GAMMAHV.ORF66
PB.3.1777	0	0	1	0	0	4	7	0	gene-GAMMAHV.ORF66
PB.3.1778	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF66
PB.3.1779	0	0	2	0	0	5	3	0	gene-GAMMAHV.ORF66
PB.3.178	0	0	2	0	0	0	0	0	gene-GAMMAHV.M3
PB.3.1780	0	0	4	0	0	8	5	2	gene-GAMMAHV.ORF66
PB.3.1781	0	0	4	0	0	6	3	0	gene-GAMMAHV.ORF66
PB.3.1782	0	0	5	0	0	4	0	2	gene-GAMMAHV.ORF66
PB.3.1783	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF66
PB.3.1784	0	0	0	0	0	2	1	2	gene-GAMMAHV.ORF66
PB.3.1785	0	0	1	0	0	0	0	1	gene-GAMMAHV.ORF66
PB.3.1786	0	0	2	0	0	0	1	0	gene-GAMMAHV.ORF66
PB.3.1787	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF66
PB.3.1788	0	0	7	0	0	2	0	1	gene-GAMMAHV.ORF66
PB.3.1789	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF66
PB.3.179	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF66_gene-GAMMAHV.M3
PB.3.1790	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF66
PB.3.1791	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF66
PB.3.1792	0	0	1	0	0	3	3	3	gene-GAMMAHV.ORF66
PB.3.1793	0	0	13	0	0	4	5	10	gene-GAMMAHV.ORF67_gene-MuHV4gp64
PB.3.1794	0	0	3	0	0	1	1	2	gene-GAMMAHV.ORF66
PB.3.1795	0	0	3	0	0	3	1	3	gene-GAMMAHV.ORF66
PB.3.1796	0	0	1	0	0	0	2	2	gene-GAMMAHV.ORF66
PB.3.1797	0	0	55	0	0	16	24	9	gene-GAMMAHV.ORF66
PB.3.1798	0	0	2	0	0	0	1	2	gene-GAMMAHV.ORF66
PB.3.1799	0	0	4	0	0	3	4	0	gene-GAMMAHV.ORF66
PB.3.18	0	0	0	0	0	1	0	1	gene-GAMMAHV.M2_gene-GAMMAHV.ORF66
PB.3.180	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF67_gene-GAMMAHV.M3
PB.3.1800	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF66
PB.3.1801	0	0	0	0	0	2	2	0	gene-GAMMAHV.ORF66
PB.3.1802	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF66
PB.3.1803	0	0	2	0	0	2	5	0	gene-GAMMAHV.ORF66
PB.3.1804	0	0	1	0	0	0	0	1	gene-GAMMAHV.ORF66
PB.3.1805	0	0	6	0	0	6	6	2	gene-GAMMAHV.ORF67_gene-MuHV4gp64
PB.3.1806	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF66
PB.3.1807	0	0	1	0	0	1	4	1	gene-GAMMAHV.ORF66
PB.3.1808	0	0	1	0	0	4	1	0	gene-GAMMAHV.ORF66
PB.3.1809	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF66
PB.3.181	0	0	0	0	0	1	0	1	gene-GAMMAHV.ORF67_gene-GAMMAHV.M3
PB.3.1810	0	0	11	0	0	4	1	2	gene-GAMMAHV.ORF66
PB.3.1811	0	0	1	0	0	1	0	1	gene-GAMMAHV.ORF67_gene-MuHV4gp64
PB.3.1812	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF66
PB.3.1813	0	0	6	0	0	2	4	5	gene-GAMMAHV.ORF66
PB.3.1814	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF66
PB.3.1815	0	0	1	0	0	0	0	1	gene-GAMMAHV.ORF66
